col-coord,row-coord,isTower,filename,h_params,s_params,v_params,r_params,g_params,b_params,dissimilarity_params,contrast_params,homogeneity_params,ASM_params,energy_params,correlation_params
128,300,Yes,IMG_3663.JPG,0.6333333333333334,0.05882352941176466,0.3333333333333333,80,81,85,"[[973 951]
 [807 966]
 [669 845]]","[[11965 10285]
 [ 8869 11064]
 [ 7041 10369]]","[[25.25386005 25.31497667]
 [19.15228668  9.46551259]
 [11.70935194  7.01757339]]","[[302 244]
 [214 226]
 [122 124]]","[[17.3781472  15.62049935]
 [14.62873884 15.03329638]
 [11.04536102 11.13552873]]","[[0.99999979 0.99999982]
 [0.99999972 0.9999997 ]
 [0.99999953 0.99999952]]"
128,323,Yes,IMG_3663.JPG,0.6333333333333334,0.04950495049504947,0.396078431372549,96,97,101,"[[373 473]
 [343 464]
 [253 411]]","[[1471 2317]
 [1535 2540]
 [ 973 2517]]","[[49.6644564  41.027003  ]
 [41.1422526  26.81189994]
 [27.93624801 19.71776504]]","[[434 412]
 [324 396]
 [214 202]]","[[20.83266666 20.29778313]
 [18.         19.89974874]
 [14.62873884 14.2126704 ]]","[[0.99999998 0.99999997]
 [0.99999995 0.99999996]
 [0.99999994 0.99999993]]"
126,339,Yes,IMG_3663.JPG,0.6333333333333334,0.05154639175257728,0.3803921568627451,92,93,97,"[[176 195]
 [182 188]
 [154 156]]","[[282 397]
 [382 432]
 [342 350]]","[[76.6        75.99411765]
 [54.85882353 55.41176471]
 [39.23529412 39.11764706]]","[[1522 1354]
 [ 868  820]
 [ 534  546]]","[[39.01281841 36.79673899]
 [29.46183973 28.63564213]
 [23.10844002 23.36664289]]","[[1.         0.99999999]
 [0.99999999 0.99999999]
 [0.99999999 0.99999998]]"
116,329,Yes,IMG_3663.JPG,0.6111111111111113,0.03030303030303034,0.38823529411764707,96,97,99,"[[271 332]
 [293 270]
 [269 227]]","[[ 961 1024]
 [1179  890]
 [1241  735]]","[[69.21879173 46.68681424]
 [44.16120821 45.1561942 ]
 [29.64190522 28.14681424]]","[[722 606]
 [582 516]
 [342 324]]","[[26.87005769 24.61706725]
 [24.12467616 22.71563338]
 [18.49324201 18.        ]]","[[0.99999999 0.99999998]
 [0.99999997 0.99999998]
 [0.99999995 0.99999996]]"
126,346,Yes,IMG_3663.JPG,0.633333333333333,0.05102040816326541,0.3843137254901961,93,94,98,"[[177 184]
 [184 158]
 [136  86]]","[[329 388]
 [386 384]
 [300 172]]","[[80.41764706 81.83529412]
 [54.2        68.15022624]
 [45.51493213 63.31764706]]","[[1556 2296]
 [ 954 1480]
 [ 764  892]]","[[39.44616585 47.9165942 ]
 [30.88689042 38.47076812]
 [27.64054992 29.86636905]]","[[1.         0.99999999]
 [0.99999999 0.99999999]
 [0.99999998 0.99999999]]"
91,285,Yes,IMG_3663.JPG,0.0,0.0,0.35294117647058826,90,90,90,"[[630 700]
 [673 560]
 [624 526]]","[[4672 6590]
 [6435 4376]
 [6204 4212]]","[[41.91613234 44.16560097]
 [30.10828444 30.36553101]
 [15.65134938 14.01845804]]","[[696 530]
 [448 388]
 [230 178]]","[[26.38181192 23.02172887]
 [21.16601049 19.6977156 ]
 [15.16575089 13.34166406]]","[[0.99999992 0.99999988]
 [0.99999983 0.99999987]
 [0.9999997  0.99999975]]"
78,277,Yes,IMG_3663.JPG,0.0,0.0,0.35294117647058826,90,90,90,"[[342 469]
 [369 437]
 [342 352]]","[[2066 3827]
 [2885 3801]
 [3006 2986]]","[[69.22498935 52.90592987]
 [49.4971788  41.43850074]
 [36.61714505 27.64997045]]","[[1370 1250]
 [ 884  894]
 [ 512  430]]","[[37.01351105 35.35533906]
 [29.73213749 29.89983278]
 [22.627417   20.73644135]]","[[0.99999996 0.99999993]
 [0.99999991 0.99999988]
 [0.9999998  0.9999998 ]]"
86,252,Yes,IMG_3663.JPG,0.10416666666666659,0.08888888888888888,0.35294117647058826,90,87,82,"[[ 594  995]
 [ 726 1082]
 [ 709  763]]","[[ 3816  9417]
 [ 6812 12214]
 [ 7715  8339]]","[[40.04764422 19.41400996]
 [25.27313773  8.38226124]
 [13.97692844 12.05937155]]","[[332 280]
 [226 248]
 [176 168]]","[[18.22086716 16.73320053]
 [15.03329638 15.74801575]
 [13.26649916 12.9614814 ]]","[[0.99999993 0.99999984]
 [0.99999979 0.99999963]
 [0.99999948 0.99999951]]"
99,248,Yes,IMG_3663.JPG,0.13888888888888895,0.06818181818181811,0.34509803921568627,88,87,82,"[[512 738]
 [616 740]
 [567 623]]","[[3228 6826]
 [5588 7880]
 [5831 6655]]","[[47.04236453 36.19311075]
 [27.23430887 22.55041108]
 [16.34423013 13.96896555]]","[[454 438]
 [312 332]
 [280 216]]","[[21.30727575 20.92844954]
 [17.66352173 18.22086716]
 [16.73320053 14.69693846]]","[[0.99999995 0.99999989]
 [0.99999983 0.99999978]
 [0.99999961 0.99999967]]"
103,239,Yes,IMG_3663.JPG,0.19999999999999987,0.048543689320388314,0.403921568627451,102,103,98,"[[ 712 1183]
 [ 834 1174]
 [ 771  821]]","[[ 5292 13529]
 [ 8782 15454]
 [ 9903  9299]]","[[30.36901238 20.76911756]
 [21.84984569 15.83714577]
 [18.16134825  8.92754289]]","[[354 246]
 [240 230]
 [166 150]]","[[18.81488772 15.68438714]
 [15.49193338 15.16575089]
 [12.88409873 12.24744871]]","[[0.99999991 0.99999978]
 [0.99999973 0.99999954]
 [0.99999936 0.99999943]]"
103,239,Yes,IMG_3663.JPG,0.19999999999999987,0.048543689320388314,0.403921568627451,102,103,98,"[[ 712 1183]
 [ 834 1174]
 [ 771  821]]","[[ 5292 13529]
 [ 8782 15454]
 [ 9903  9299]]","[[30.36901238 20.76911756]
 [21.84984569 15.83714577]
 [18.16134825  8.92754289]]","[[354 246]
 [240 230]
 [166 150]]","[[18.81488772 15.68438714]
 [15.49193338 15.16575089]
 [12.88409873 12.24744871]]","[[0.99999991 0.99999978]
 [0.99999973 0.99999954]
 [0.99999936 0.99999943]]"
86,248,Yes,IMG_3663.JPG,0.13333333333333344,0.048543689320388314,0.403921568627451,103,102,98,"[[ 646 1047]
 [ 772 1134]
 [ 752  916]]","[[ 4242 10641]
 [ 7142 13592]
 [ 8198 11100]]","[[35.31355164 25.04140907]
 [18.30441491 10.57991781]
 [12.6384635   8.19125378]]","[[344 238]
 [232 216]
 [148 136]]","[[18.54723699 15.42724862]
 [15.23154621 14.69693846]
 [12.16552506 11.66190379]]","[[0.99999993 0.99999982]
 [0.99999977 0.9999996 ]
 [0.99999944 0.99999938]]"
76,417,Yes,IMG_3663.JPG,0.1166666666666666,0.1941747572815534,0.403921568627451,103,97,83,"[[ 487 1736]
 [ 495 1829]
 [ 462 1636]]","[[ 4349 37824]
 [ 5225 42591]
 [ 6098 37244]]","[[70.85688859 12.71356243]
 [53.36547652  6.95726256]
 [40.60589559  3.06876094]]","[[552 416]
 [362 260]
 [260 144]]","[[23.49468025 20.39607805]
 [19.02629759 16.1245155 ]
 [16.1245155  12.        ]]","[[0.99999995 0.99999958]
 [0.9999999  0.99999934]
 [0.99999975 0.99999912]]"
57,435,Yes,IMG_3663.JPG,0.13888888888888862,0.06382978723404262,0.3686274509803922,94,93,88,"[[ 377 1424]
 [ 426  935]
 [ 395  613]]","[[ 1543 20932]
 [ 2498  9365]
 [ 2595  5253]]","[[52.2807411  15.81749839]
 [34.77424046  9.51134063]
 [19.9824     10.87559443]]","[[320 258]
 [240 196]
 [190 134]]","[[17.88854382 16.0623784 ]
 [15.49193338 14.        ]
 [13.78404875 11.5758369 ]]","[[0.99999998 0.99999973]
 [0.99999994 0.99999976]
 [0.99999986 0.99999972]]"
59,454,Yes,IMG_3663.JPG,0.6041666666666666,0.08421052631578947,0.37254901960784315,87,90,95,"[[255 317]
 [259 392]
 [218 394]]","[[ 791  929]
 [ 931 1584]
 [ 750 1928]]","[[69.6041311  51.36244344]
 [46.38991129 23.90135257]
 [33.45809466 13.13156414]]","[[612 876]
 [392 584]
 [320 366]]","[[24.73863375 29.59729717]
 [19.79898987 24.16609195]
 [17.88854382 19.13112647]]","[[0.99999999 0.99999999]
 [0.99999997 0.99999998]
 [0.99999997 0.99999996]]"
57,414,Yes,IMG_3663.JPG,0.14444444444444438,0.1470588235294118,0.4,102,100,87,"[[ 453 1740]
 [ 557 1834]
 [ 564 1664]]","[[ 2153 40506]
 [ 3957 44032]
 [ 5108 38380]]","[[42.63250062 12.64570484]
 [26.80682217  5.93161409]
 [17.61086795  2.92706569]]","[[242 290]
 [172 222]
 [136 142]]","[[15.55634919 17.02938637]
 [13.11487705 14.89966443]
 [11.66190379 11.91637529]]","[[0.99999998 0.99999957]
 [0.99999992 0.99999924]
 [0.99999978 0.99999877]]"
449,179,Yes,IMG_3663.JPG,0.12222222222222223,0.13157894736842107,0.4470588235294118,114,110,99,"[[1202  521]
 [1465  606]
 [1529  599]]","[[14136  2689]
 [20579  4332]
 [26229  5549]]","[[19.85897715 36.92060903]
 [ 4.43646266 23.12917844]
 [ 1.50733365 12.57811429]]","[[198 220]
 [178 152]
 [148 124]]","[[14.07124728 14.83239697]
 [13.34166406 12.32882801]
 [12.16552506 11.13552873]]","[[0.99999992 0.99999997]
 [0.99999991 0.99999992]
 [0.99999991 0.99999981]]"
249,120,Yes,IMG_3663.JPG,0.9166666666666666,0.019230769230769162,0.40784313725490196,104,102,103,"[[438 753]
 [511 883]
 [467 871]]","[[ 2184  6531]
 [ 3361  9911]
 [ 3867 10215]]","[[49.61191195 39.30578241]
 [29.01451356 22.08507167]
 [22.53783169  7.29659515]]","[[502 440]
 [446 250]
 [282 254]]","[[22.4053565  20.97617696]
 [21.11871208 15.8113883 ]
 [16.79285562 15.93737745]]","[[0.99999997 0.99999993]
 [0.99999993 0.99999987]
 [0.99999983 0.99999983]]"
272,116,Yes,IMG_3663.JPG,0.12499999999999996,0.1081081081081081,0.43529411764705883,111,108,99,"[[459 789]
 [520 834]
 [479 645]]","[[2015 5311]
 [3056 7326]
 [3107 6179]]","[[37.76214003 17.68235462]
 [22.3729003  13.38150099]
 [13.44220622 14.05321172]]","[[294 262]
 [234 226]
 [152 170]]","[[17.1464282  16.18641406]
 [15.29705854 15.03329638]
 [12.32882801 13.03840481]]","[[0.99999998 0.99999994]
 [0.99999994 0.99999985]
 [0.99999986 0.99999976]]"
291,106,Yes,IMG_3663.JPG,0.07692307692307694,0.1065573770491804,0.47843137254901963,122,115,109,"[[478 833]
 [544 916]
 [566 686]]","[[2460 6625]
 [3466 9326]
 [4518 7464]]","[[45.59689916 26.00204585]
 [26.76899491 14.69916063]
 [14.1245122  11.75063884]]","[[296 332]
 [208 266]
 [154 188]]","[[17.20465053 18.22086716]
 [14.4222051  16.30950643]
 [12.40967365 13.7113092 ]]","[[0.99999997 0.99999993]
 [0.99999993 0.99999982]
 [0.99999981 0.9999997 ]]"
157,104,Yes,IMG_3663.JPG,0.11111111111111106,0.15652173913043485,0.45098039215686275,115,109,97,"[[ 825  526]
 [1072  688]
 [1107  705]]","[[ 7057  2964]
 [14182  6046]
 [18757  8157]]","[[31.04187803 41.20128384]
 [16.5442528  22.4164483 ]
 [15.36347195 15.15484702]]","[[306 350]
 [222 210]
 [160 172]]","[[17.49285568 18.70828693]
 [14.89966443 14.49137675]
 [12.64911064 13.11487705]]","[[0.99999994 0.99999997]
 [0.99999982 0.99999989]
 [0.99999958 0.99999971]]"
168,120,Yes,IMG_3663.JPG,0.125,0.14285714285714285,0.4392156862745098,112,108,96,"[[593 463]
 [713 545]
 [697 529]]","[[3791 2171]
 [6821 3785]
 [7939 4895]]","[[39.83616216 44.08755534]
 [23.73599987 27.04074302]
 [13.48930059 21.79166832]]","[[486 386]
 [298 294]
 [196 212]]","[[22.04540769 19.6468827 ]
 [17.2626765  17.1464282 ]
 [14.         14.56021978]]","[[0.99999996 0.99999997]
 [0.99999987 0.99999993]
 [0.99999972 0.99999981]]"
174,137,Yes,IMG_3663.JPG,0.14285714285714293,0.13461538461538455,0.40784313725490196,104,102,90,"[[722 498]
 [879 589]
 [966 562]]","[[ 4934  2700]
 [ 8341  3933]
 [11682  4168]]","[[24.39548609 42.71290923]
 [12.12443071 16.96180023]
 [ 3.71631491  9.18152591]]","[[288 288]
 [252 256]
 [182 180]]","[[16.97056275 16.97056275]
 [15.87450787 16.        ]
 [13.49073756 13.41640786]]","[[0.99999997 0.99999997]
 [0.99999994 0.99999993]
 [0.99999989 0.99999985]]"
178,141,Yes,IMG_3663.JPG,0.14393939393939392,0.20560747663551407,0.4196078431372549,107,104,85,"[[820 565]
 [923 661]
 [871 649]]","[[ 6222  3341]
 [ 9637  5201]
 [10173  6679]]","[[23.12359314 37.49362591]
 [15.24425386 21.51772615]
 [ 7.49805512 12.08572531]]","[[244 250]
 [194 192]
 [150 152]]","[[15.62049935 15.8113883 ]
 [13.92838828 13.85640646]
 [12.24744871 12.32882801]]","[[0.99999993 0.99999996]
 [0.99999985 0.99999991]
 [0.99999978 0.9999998 ]]"
184,133,Yes,IMG_3663.JPG,0.12222222222222219,0.13761467889908247,0.42745098039215684,109,105,94,"[[749 679]
 [575 645]
 [528 472]]","[[7015 5459]
 [4653 6383]
 [4710 4764]]","[[33.49231865 33.34647461]
 [27.46605217 26.28071437]
 [18.27213754 24.62414156]]","[[368 350]
 [256 272]
 [156 160]]","[[19.18332609 18.70828693]
 [16.         16.4924225 ]
 [12.489996   12.64911064]]","[[0.99999992 0.99999993]
 [0.99999992 0.99999986]
 [0.99999985 0.99999979]]"
533,316,No,IMG_3663.JPG,0.49074074074074076,0.8275862068965517,0.3411764705882353,15,87,83,"[[128 128]
 [108 128]
 [ 94 128]]","[[410 280]
 [282 280]
 [256 280]]","[[111.6322123  104.17375566]
 [ 87.40078268  76.17375566]
 [ 64.18980066  48.17375566]]","[[5404 4982]
 [3052 2746]
 [1626 1518]]","[[73.5119038  70.58328414]
 [55.24490927 52.40229003]
 [40.32369031 38.96151948]]","[[0.99999999 0.99999999]
 [0.99999999 0.99999999]
 [0.99999997 0.99999997]]"
535,337,No,IMG_3663.JPG,0.4888888888888889,0.3658536585365853,0.4823529411764706,78,123,120,"[[4752 4352]
 [2763 4798]
 [2036 4580]]","[[309194 263710]
 [149459 313672]
 [108100 329402]]","[[12.87580978 16.56589103]
 [12.61515231  3.78929728]
 [12.06321473  3.80478696]]","[[186 180]
 [142 134]
 [108 102]]","[[13.6381817  13.41640786]
 [11.91637529 11.5758369 ]
 [10.39230485 10.09950494]]","[[0.99999506 0.99999628]
 [0.99999593 0.99999393]
 [0.99999364 0.99999406]]"
558,389,No,IMG_3663.JPG,0.4794520547945205,0.8390804597701149,0.3411764705882353,14,87,78,"[[2872 1051]
 [2934 1182]
 [2861 1207]]","[[215154  35289]
 [229302  62006]
 [226709  74193]]","[[49.13394951 69.56860747]
 [26.00078141 56.87342536]
 [17.56167623 42.90219919]]","[[1188 2754]
 [ 540 1736]
 [ 284 1008]]","[[34.46737588 52.47856705]
 [23.23790008 41.66533331]
 [16.85229955 31.74901573]]","[[0.99999708 0.99999944]
 [0.99999505 0.99999831]
 [0.99999176 0.99999593]]"
591,398,No,IMG_3663.JPG,0.08333333333333333,0.1787709497206704,0.7019607843137254,179,163,147,"[[4304 2730]
 [4774 3314]
 [4685 3475]]","[[299690 117610]
 [365396 210102]
 [366893 252799]]","[[15.72998014 18.99418373]
 [ 8.63720255 12.10312963]
 [ 5.39170168  8.33135443]]","[[200 192]
 [142 138]
 [100 110]]","[[14.14213562 13.85640646]
 [11.91637529 11.74734012]
 [10.         10.48808848]]","[[0.99999816 0.99999922]
 [0.99999583 0.99999744]
 [0.99999048 0.99999336]]"
660,387,No,IMG_3663.JPG,0.11538461538461524,0.07831325301204825,0.6509803921568628,166,162,153,"[[2863 3177]
 [3155 3773]
 [3069 3011]]","[[160851 180677]
 [216127 258935]
 [210899 211131]]","[[23.28381573 20.23625181]
 [17.59049782 12.38864231]
 [ 7.13357835 11.87886752]]","[[230 204]
 [164 166]
 [122 124]]","[[15.16575089 14.28285686]
 [12.80624847 12.88409873]
 [11.04536102 11.13552873]]","[[0.99999909 0.99999895]
 [0.99999775 0.99999725]
 [0.99999511 0.99999534]]"
614,319,No,IMG_3663.JPG,0.5121951219512195,0.2971014492753623,0.5411764705882353,97,135,138,"[[4680 4714]
 [4167 4792]
 [3302 4284]]","[[302490 300514]
 [264377 329978]
 [211160 305858]]","[[23.98743516 28.58516235]
 [10.20984054 14.07331815]
 [ 9.42231949  8.21843967]]","[[250 356]
 [148 190]
 [118 110]]","[[15.8113883  18.86796226]
 [12.16552506 13.78404875]
 [10.86278049 10.48808848]]","[[0.99999589 0.99999595]
 [0.99999381 0.99999257]
 [0.99999033 0.99998597]]"
602,319,No,IMG_3663.JPG,0.4666666666666666,0.2325581395348837,0.6745098039215687,132,172,164,"[[3684 4646]
 [3761 4690]
 [3583 3409]]","[[168704 249682]
 [195681 282554]
 [209621 208539]]","[[ 7.14746502 10.63340026]
 [ 4.33920011  4.10141779]
 [ 4.65218944  6.13196467]]","[[164 156]
 [136 134]
 [100 100]]","[[12.80624847 12.489996  ]
 [11.66190379 11.5758369 ]
 [10.         10.        ]]","[[0.99999788 0.99999695]
 [0.99999595 0.9999934 ]
 [0.99999089 0.99998953]]"
631,385,No,IMG_3663.JPG,0.4973958333333333,0.7272727272727273,0.34509803921568627,24,88,87,"[[ 568 3926]
 [ 704 4755]
 [ 710 4768]]","[[  6882 290376]
 [ 14638 394777]
 [ 21338 401302]]","[[63.74427729 50.16417925]
 [47.21554343 25.91992039]
 [44.04001191 11.35527299]]","[[ 882 1092]
 [ 616  490]
 [ 500  206]]","[[29.69848481 33.04542328]
 [24.81934729 22.13594362]
 [22.36067977 14.35270009]]","[[0.99999991 0.99999753]
 [0.99999968 0.99999552]
 [0.99999902 0.99999369]]"
679,398,No,IMG_3663.JPG,0.49074074074074076,0.7999999999999999,0.35294117647058826,18,90,86,"[[24 12]
 [24 18]
 [18 18]]","[[36 12]
 [24 18]
 [18 18]]","[[143.2 148. ]
 [114.  117. ]
 [ 89.   89. ]]","[[18594 18566]
 [10600 11794]
 [ 6570  6530]]","[[136.35981813 136.25710991]
 [102.95630141 108.60018416]
 [ 81.05553652  80.8084154 ]]","[[1. 1.]
 [1. 1.]
 [1. 1.]]"
733,394,No,IMG_3663.JPG,0.48979591836734687,0.4414414414414415,0.43529411764705883,62,111,108,"[[2672 3896]
 [3356 5219]
 [3584 5526]]","[[146800 255576]
 [237934 399129]
 [274850 454478]]","[[29.30295522 32.1303469 ]
 [20.51284428 10.55723383]
 [14.28182147  5.35524572]]","[[344 280]
 [216 182]
 [136 112]]","[[18.54723699 16.73320053]
 [14.69693846 13.49073756]
 [11.66190379 10.58300524]]","[[0.99999882 0.99999815]
 [0.99999689 0.99999595]
 [0.99999355 0.9999933 ]]"
729,358,No,IMG_3663.JPG,0.4691358024691357,0.1569767441860466,0.6745098039215687,145,172,167,"[[4779 4941]
 [4224 5371]
 [3627 4449]]","[[295341 294397]
 [273168 360021]
 [235931 307823]]","[[14.81579626 11.33331953]
 [10.54210949  3.53697779]
 [ 5.99487707  3.96194055]]","[[188 162]
 [142 132]
 [102 100]]","[[13.7113092  12.72792206]
 [11.91637529 11.48912529]
 [10.09950494 10.        ]]","[[0.99999643 0.99999644]
 [0.99999451 0.99999225]
 [0.99999121 0.99998477]]"
714,346,No,IMG_3663.JPG,0.4906103286384977,0.7395833333333334,0.3764705882352941,25,96,92,"[[1695 1159]
 [1246 1244]
 [1018 1160]]","[[97045 46431]
 [65950 57068]
 [53532 57434]]","[[58.4081608  46.43810184]
 [42.49783544 25.30128184]
 [36.16592146 15.14321924]]","[[926 682]
 [676 374]
 [498 290]]","[[30.43024811 26.11512971]
 [26.         19.33907961]
 [22.3159136  17.02938637]]","[[0.99999802 0.99999913]
 [0.99999762 0.99999813]
 [0.99999642 0.9999963 ]]"
673,331,No,IMG_3663.JPG,0.5,0.09722222222222227,0.5647058823529412,130,144,144,"[[5696 4884]
 [3898 5492]
 [2414 3980]]","[[386320 290588]
 [243376 374708]
 [128278 276290]]","[[19.88557675 12.25549431]
 [18.80429753  5.54599418]
 [10.91684272  5.59390579]]","[[200 168]
 [168 134]
 [116 102]]","[[14.14213562 12.9614814 ]
 [12.9614814  11.5758369 ]
 [10.77032961 10.09950494]]","[[0.9999947  0.99999621]
 [0.99999388 0.99999192]
 [0.99999319 0.99998867]]"
641,352,No,IMG_3663.JPG,0.494949494949495,0.7333333333333334,0.35294117647058826,24,90,88,"[[2698 3641]
 [2131 3405]
 [1670 3388]]","[[157234 240751]
 [125589 231559]
 [ 99258 234006]]","[[47.19419985 52.88164284]
 [30.1790634  29.08212633]
 [29.89559031  9.80673681]]","[[860 790]
 [930 400]
 [312 126]]","[[29.3257566  28.10693865]
 [30.49590136 20.        ]
 [17.66352173 11.22497216]]","[[0.99999736 0.99999631]
 [0.9999962  0.99999617]
 [0.99999348 0.99999395]]"
668,385,No,IMG_3663.JPG,0.48437500000000006,0.23703703703703702,0.5294117647058824,103,135,132,"[[4087 1926]
 [6125 2263]
 [7142 2068]]","[[271489  92360]
 [482171 138169]
 [614434 139660]]","[[27.40000074 49.35986045]
 [10.17877924 40.14211273]
 [ 2.45882377 30.90376736]]","[[ 334 1368]
 [ 194 1008]
 [ 158  608]]","[[18.27566688 36.98648402]
 [13.92838828 31.74901573]
 [12.56980509 24.65765601]]","[[0.99999811 0.99999914]
 [0.99999597 0.99999776]
 [0.99999621 0.99999546]]"
721,402,No,IMG_3663.JPG,0.4944444444444444,0.631578947368421,0.37254901960784315,35,95,93,"[[2781 2351]
 [3932 2936]
 [4151 2671]]","[[166999 139685]
 [287456 201076]
 [323455 195185]]","[[38.32506108 56.82849417]
 [20.8598966  35.12745213]
 [11.82827709 22.82893765]]","[[766 740]
 [340 424]
 [166 288]]","[[27.67670501 27.20294102]
 [18.43908891 20.59126028]
 [12.88409873 16.97056275]]","[[0.99999824 0.99999812]
 [0.99999638 0.99999541]
 [0.99999422 0.9999904 ]]"
735,427,No,IMG_3663.JPG,0.49731182795698925,0.7126436781609196,0.3411764705882353,25,87,86,"[[145 153]
 [116 151]
 [118 142]]","[[521 529]
 [412 517]
 [438 524]]","[[109.31453345 103.7961673 ]
 [ 88.69960132  76.51960132]
 [ 61.63806286  53.32180506]]","[[5294 4848]
 [3408 3442]
 [1884 2310]]","[[72.75987905 69.62758074]
 [58.37807808 58.66856058]
 [43.40506883 48.06245936]]","[[0.99999999 0.99999999]
 [0.99999998 0.99999998]
 [0.99999996 0.99999995]]"
748,421,No,IMG_3663.JPG,0.14444444444444451,0.09036144578313254,0.6509803921568628,166,164,151,"[[6058 1474]
 [6457 1801]
 [6328 1896]]","[[454372  36094]
 [509077  71235]
 [510970  97804]]","[[18.68048843 23.1069197 ]
 [ 4.64900607 20.46698949]
 [ 1.5373263  14.85918214]]","[[200 216]
 [152 158]
 [108 126]]","[[14.14213562 14.69693846]
 [12.32882801 12.56980509]
 [10.39230485 11.22497216]]","[[0.99999694 0.99999972]
 [0.99999343 0.99999898]
 [0.99998439 0.99999701]]"
762,396,No,IMG_3663.JPG,0.4898989898989899,0.7333333333333334,0.35294117647058826,24,90,86,"[[191 170]
 [195 166]
 [163 155]]","[[759 624]
 [719 496]
 [527 565]]","[[93.57024991 95.77779626]
 [64.56831412 66.24693653]
 [44.94666987 46.78645519]]","[[2092 2352]
 [1328 1566]
 [ 846 1048]]","[[45.7383865  48.49742261]
 [36.44173432 39.57271787]
 [29.08607914 32.37282811]]","[[0.99999998 0.99999999]
 [0.99999997 0.99999998]
 [0.99999996 0.99999996]]"
744,319,No,IMG_3663.JPG,0.48148148148148145,0.5,0.35294117647058826,45,90,85,"[[7665 4507]
 [5093 4336]
 [2242 3806]]","[[537615 239741]
 [335837 246984]
 [100742 239400]]","[[ 3.65019708 12.45752143]
 [ 7.70278318  6.16817303]
 [ 6.48089592  3.90107325]]","[[162 164]
 [130 130]
 [108 100]]","[[12.72792206 12.80624847]
 [11.40175425 11.40175425]
 [10.39230485 10.        ]]","[[0.9999935  0.99999718]
 [0.99999197 0.99999447]
 [0.99999528 0.99998849]]"
683,314,No,IMG_3663.JPG,0.47959183673469385,0.5632183908045977,0.3411764705882353,38,87,81,"[[4850 5481]
 [3244 4646]
 [2225 3961]]","[[319408 358829]
 [187786 297346]
 [114669 273693]]","[[15.9676227   8.16890605]
 [11.79699417  5.84443445]
 [ 9.15237314  6.74915895]]","[[168 168]
 [142 134]
 [102 106]]","[[12.9614814  12.9614814 ]
 [11.91637529 11.5758369 ]
 [10.09950494 10.29563014]]","[[0.9999957  0.99999545]
 [0.99999511 0.99999405]
 [0.999994   0.99998946]]"
564,335,No,IMG_3663.JPG,0.48412698412698413,0.40384615384615385,0.40784313725490196,62,104,100,"[[5583 6841]
 [4270 4673]
 [3166 2968]]","[[378957 458129]
 [256898 289727]
 [193640 172876]]","[[11.79246502  5.29466005]
 [ 9.38405537  4.11250592]
 [ 8.27026749  4.66870096]]","[[160 160]
 [130 130]
 [104 100]]","[[12.64911064 12.64911064]
 [11.40175425 11.40175425]
 [10.19803903 10.        ]]","[[0.99999451 0.99999381]
 [0.9999928  0.99999237]
 [0.99998939 0.99999042]]"
535,381,No,IMG_3663.JPG,0.49561403508771923,0.8735632183908045,0.3411764705882353,11,87,85,"[[1765 1335]
 [1946 1630]
 [1900 1640]]","[[111797  61287]
 [137924 105230]
 [139310 122208]]","[[55.73495364 57.11062147]
 [32.04536746 40.73845487]
 [19.57100505 36.740283  ]]","[[978 922]
 [716 664]
 [288 422]]","[[31.27299154 30.3644529 ]
 [26.75817632 25.76819745]
 [16.97056275 20.54263858]]","[[0.99999799 0.99999887]
 [0.99999585 0.99999674]
 [0.99999235 0.99999304]]"
535,396,No,IMG_3663.JPG,0.4859154929577465,0.8160919540229885,0.3411764705882353,16,87,81,"[[251 150]
 [214 139]
 [154 124]]","[[691 444]
 [608 455]
 [510 456]]","[[ 63.78729852 102.5043708 ]
 [ 51.35426685  82.10120338]
 [ 48.15776446  61.35842485]]","[[2346 2434]
 [1490 1670]
 [ 656  934]]","[[48.43552415 49.33558553]
 [38.60051813 40.86563348]
 [25.61249695 30.56141358]]","[[0.99999998 0.99999999]
 [0.99999997 0.99999998]
 [0.99999994 0.99999995]]"
527,379,No,IMG_3663.JPG,0.48444444444444446,0.8620689655172414,0.3411764705882353,12,87,80,"[[198 166]
 [167 158]
 [133 149]]","[[768 428]
 [505 416]
 [433 433]]","[[89.58786111 91.82237985]
 [68.6200587  67.28120338]
 [53.63343029 46.20201785]]","[[2516 2840]
 [1826 1966]
 [1044  986]]","[[50.15974482 53.29165038]
 [42.73172124 44.33959855]
 [32.31098884 31.40063694]]","[[0.99999998 0.99999999]
 [0.99999997 0.99999998]
 [0.99999995 0.99999995]]"
520,341,No,IMG_3663.JPG,0.4898989898989899,0.776470588235294,0.3333333333333333,19,85,81,"[[1053  857]
 [1041  870]
 [ 737  831]]","[[56841 42325]
 [57189 43642]
 [41985 44979]]","[[73.50539113 69.03944144]
 [57.14434509 48.93247885]
 [45.34837089 41.59690158]]","[[1322 1286]
 [ 908  804]
 [ 584  472]]","[[36.35931793 35.86084215]
 [30.13303835 28.35489376]
 [24.16609195 21.72556098]]","[[0.99999855 0.99999901]
 [0.99999738 0.99999823]
 [0.9999964  0.99999644]]"
